order_id,products,basket_size
CA-2015-119508,"['Avery Hi-Liter Fluorescent Desk Style Markers', 'Eldon Image Series Desk Accessories, Burgundy']",2
CA-2015-119634,"['Eldon Image Series Desk Accessories, Burgundy']",1
CA-2015-119907,['Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges'],1
CA-2015-119942,['Avery 499'],1
CA-2015-120320,['Cisco SPA525G2 IP Phone - Wireless'],1
CA-2015-120397,['Belkin 8 Outlet Surge Protector'],1
CA-2015-121041,"['#10 Gummed Flap White Envelopes, 100/Box']",1
CA-2015-121097,['Xerox 21'],1
CA-2015-121391,"['Tenex Personal Project File with Scoop Front Design, Black']",1
CA-2015-121608,"['Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter', 'Classic Ivory Antique\xa0Telephone\xa0ZL1810']",2
CA-2015-121650,"['Sanford Colorific Colored Pencils, 12/Box', 'Bretford CR8500 Series Meeting Room Furniture', 'Global Super Steno Chair', 'Permanent Self-Adhesive File Folder Labels for Typewriters by Universal']",4
CA-2015-121699,['Ibico Hi-Tech Manual Binding System'],1
CA-2015-121720,"['Hon 2090 \x93Pillow Soft\x94 Series Mid Back Swivel/Tilt Chairs', 'Cisco SPA301', 'Seth Thomas 8 1/2"" Cubicle Clock', 'Hunt PowerHouse Electric Pencil Sharpener, Blue', 'Ibico Laser Imprintable Binding System Covers', ""GBC Standard Plastic Binding Systems' Combs"", 'Tennsco 16-Compartment Lockers with Coat Rack', 'Fellowes High-Stak Drawer Files']",8
CA-2015-121783,"['Hoover Shoulder Vac Commercial Portable Vacuum', 'Tennsco 6- and 18-Compartment Lockers', 'Sharp 1540cs Digital Laser Copier', 'GBC Standard Therm-A-Bind Covers', 'Staple-based wall hangings']",5
CA-2015-122406,"['Plantronics MX500i Earset', 'Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad', 'Logitech G700s Rechargeable Gaming Mouse', 'Office Star Flex Back Scooter Chair with White Frame']",4
CA-2015-122623,"['Metal Folding Chairs, Beige, 4/Carton']",1
CA-2015-122756,"['Lexmark MarkNet N8150 Wireless Print Server', '3M Hangers With Command Adhesive']",2
CA-2015-123092,"['Seth Thomas 16"" Steel Case Clock', 'GBC DocuBind P50 Personal Binding Machine', 'Panasonic KX-TG6844B Expandable Digital Cordless Telephone', 'Newell 312']",4
CA-2015-123155,"['Maxell 4.7GB DVD-R', 'Panasonic KX T7736-B Digital phone']",2
CA-2015-123456,"['Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection']",1
CA-2015-123568,"['Alliance Rubber Bands', 'Xerox 1988', 'Executive Impressions 14"" Contract Wall Clock', 'Deluxe Heavy-Duty Vinyl Round Ring Binder']",4
CA-2015-124107,"['Logitech G19 Programmable Gaming Keyboard', 'KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7', 'Staple envelope', 'Belkin 6 Outlet Metallic Surge Strip']",4
CA-2015-124268,['Colorific Watercolor Pencils'],1
CA-2015-124499,"[""High-Back Leather Manager's Chair"", 'Belkin 8 Outlet SurgeMaster II Gold Surge Protector']",2
CA-2015-124541,"['Newell 312', 'Maxell 4.7GB DVD-RW 3/Pack', 'Ibico Covers for Plastic or Wire Binding Elements', 'Fellowes Twister Kit, Gray/Clear, 3/pkg', 'Xerox 1949']",5
CA-2015-125178,['Staple magnet'],1
CA-2015-125185,"['Situations Contoured Folding Chairs, 4/Set', '36X48 HARDFLOOR CHAIRMAT']",2
CA-2015-125416,['Logitech K350 2.4Ghz Wireless Keyboard'],1
CA-2015-125563,"['Executive Impressions Supervisor Wall Clock', 'Executive Impressions 14"" Two-Color Numerals Wall Clock']",2
CA-2015-125696,['Pressboard Hanging Data Binders for Unburst Sheets'],1
CA-2015-125710,"['Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box']",1
CA-2015-125934,"['Avery 503', 'Eldon Pizzaz Desk Accessories', 'Ibico Laser Imprintable Binding System Covers', 'Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection', 'Xerox 208']",5
CA-2015-126137,"['Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray']",1
CA-2015-126186,['Deflect-O Glasstique Clear Desk Accessories'],1
CA-2015-126466,"['OIC Binder Clips, Mini, 1/4"" Capacity, Black']",1
CA-2015-126557,"[""Global Push Button Manager's Chair, Indigo"", 'Geemarc AmpliPOWER60', 'Vtech CS6719', 'Tuff Stuff Recycled Round Ring Binders', 'Newell 32', 'Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts', 'GE 2-Jack Phone Line Splitter']",7
CA-2015-126669,['Xerox 1886'],1
CA-2015-126739,['Global Highback Leather Tilter in Burgundy'],1
CA-2015-127327,"[""Global Fabric Manager's Chair, Dark Gray""]",1
CA-2015-127481,"['Xerox 1930', 'Xerox 1916']",2
CA-2015-127502,['Avery File Folder Labels'],1
CA-2015-127509,"['Binder Posts', 'Bevis Round Conference Table Top & Single Column Base', '#10- 4 1/8"" x 9 1/2"" Recycled Envelopes', 'Xerox 1978']",4
CA-2015-127544,['Logitech G600 MMO Gaming Mouse'],1
CA-2015-128013,"['OIC Stacking Trays', 'Xerox 1885']",2
CA-2015-128083,"['Convenience Packs of Business Envelopes', 'Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak', 'Acrylic Self-Standing Desk Frames']",3
CA-2015-128139,"['Novimex High-Tech Fabric Mesh Task Chair', 'Dot Matrix Printer Tape Reel Labels, White, 5000/Box']",2
CA-2015-128356,"['Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut']",1
CA-2015-128608,"['BIC Brite Liner Highlighters, Chisel Tip', 'GE 30524EE4', 'Anker 24W Portable Micro USB Car Charger', 'SanDisk Cruzer 4 GB USB Flash Drive', 'LG Electronics Tone+ HBS-730 Bluetooth Headset']",5
CA-2015-128993,['Memorex Froggy Flash Drive 4 GB'],1
CA-2015-129042,['Rogers Handheld Barrel Pencil Sharpener'],1
CA-2015-129098,"['Decoflex Hanging Personal Folder File, Blue']",1
CA-2015-129217,"['Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge', 'Boston KS Multi-Size Manual Pencil Sharpener']",2
CA-2015-129322,"['Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606', 'Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit', 'GBC DocuBind P50 Personal Binding Machine']",3
CA-2015-129392,['Xerox 1990'],1
CA-2015-129532,"['Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D', 'WD My Passport Ultra 500GB Portable External Hard Drive']",2
CA-2015-129700,['Staple-based wall hangings'],1
CA-2015-129917,"['Pressboard Hanging Data Binders for Unburst Sheets', 'GBC Poly Designer Binding Covers', 'HTC One Mini']",3
CA-2015-130022,"['Avery 480', 'Avery 489', 'Peel-Off China Markers']",3
CA-2015-130204,"['Sterilite Officeware Hinged File Box', 'Kingston Digital DataTraveler 16GB USB 2.0', 'TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem']",3
CA-2015-130554,['Newell 331'],1
CA-2015-130610,['Durable Pressboard Binders'],1
CA-2015-130659,"['Wausau Papers Astrobrights Colored Envelopes', 'Global Armless Task Chair, Royal Blue', 'Wilson SignalBoost 841262 DB PRO Amplifier Kit']",3
CA-2015-130736,"['Alliance Big Bands Rubber Bands, 12/Pack', 'Avery 509']",2
CA-2015-130785,"['Sauder Camden County Barrister Bookcase, Planked Cherry Finish', 'DXL Angle-View Binders with Locking Rings, Black', 'Sauder Camden County Collection Libraries, Planked Cherry Finish']",3
CA-2015-130876,['Portable Personal File Box'],1
CA-2015-130890,"['Bevis Round Bullnose 29"" High Table Top']",1
CA-2015-130995,['Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple'],1
CA-2015-131072,"['Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets']",1
CA-2015-131338,"['Nortel Meridian M3904 Professional Digital phone', 'KI Conference Tables', 'Tennsco Lockers, Gray', 'GBC Ibimaster 500 Manual ProClick Binding System', 'Artistic Insta-Plaque', 'Longer-Life Soft White Bulbs', 'Panasonic KX-TG9471B', 'Xerox 1886', 'Acco Clips to Go Binder Clips, 24 Clips in Two Sizes', 'Belkin QODE FastFit Bluetooth Keyboard']",10
CA-2015-131352,"['Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""']",1
CA-2015-131422,['Harbour Creations Steel Folding Chair'],1
CA-2015-131779,"['Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H']",1
CA-2015-131856,"['DAX Wood Document Frame.', 'Digium D40 VoIP phone', 'Xerox 1964']",3
CA-2015-131884,"['Polycom SoundStation2 EX Conference\xa0phone', 'Newell 312', 'Global Low Back Tilter Chair']",3
CA-2015-132136,['Avery Premier Heavy-Duty Binder with Round Locking Rings'],1
CA-2015-132388,"['Global Leather & Oak Executive Chair, Burgundy', 'Avery 503']",2
CA-2015-132465,"['Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting', 'Space Solutions Industrial Galvanized Steel Shelving.', 'Logitech\xa0LS21 Speaker System - PC Multimedia - 2.1-CH - Wired', 'Fellowes Staxonsteel Drawer Files']",4
CA-2015-132626,"['Advantus Map Pennant Flags and Round Head Tacks', 'Fellowes Powershred HS-440 4-Sheet High Security Shredder', 'Eldon ClusterMat Chair Mat with Cordless Antistatic Protection', 'Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll', 'Performers Binder/Pad Holder, Black', 'Prismacolor Color Pencil Set', 'GBC Recycled VeloBinder Covers', 'Wilson Jones Active Use Binders', 'Project Tote Personal File']",9
CA-2015-132633,['Wilson Jones Standard D-Ring Binders'],1
CA-2015-132906,['Martin-Yale Premier Letter Opener'],1
CA-2015-133445,"['Bush Cubix Collection Bookcases, Fully Assembled', 'Global Highback Leather Tilter in Burgundy']",2
CA-2015-133494,['Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum'],1
CA-2015-133585,"['Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop', 'Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors']",2
CA-2015-133977,['GBC Plasticlear Binding Covers'],1
CA-2015-134075,"['Eldon Cleatmat Chair Mats for Medium Pile Carpets', 'Standard Rollaway File with Lock']",2
CA-2015-134082,['GBC Recycled Grain Textured Covers'],1
CA-2015-134201,"['Steel Personal Filing/Posting Tote', 'Faber Castell Col-Erase Pencils']",2
CA-2015-134719,['Tennsco Single-Tier Lockers'],1
CA-2015-134747,"['AT&T 17929 Lendline Telephone', ""GBC Standard Plastic Binding Systems' Combs"", 'Samsung Rugby III']",3
CA-2015-134859,"['DataProducts Ampli Magnifier Task Lamp, Black,', 'Xerox 1946']",2
CA-2015-134894,"['Eureka The Boss Cordless Rechargeable Stick Vac', 'Situations Contoured Folding Chairs, 4/Set']",2
CA-2015-134922,"['White Envelopes, White Envelopes with Clear Poly Window']",1
CA-2015-134943,['Surelock Post Binders'],1
CA-2015-135251,"['Avery 505', 'Avery Hole Reinforcements', 'Xerox 1906', ""O'Sullivan Manor Hill 2-Door Library in Brianna Oak""]",4
CA-2015-135272,['12-1/2 Diameter Round Wall Clock'],1
CA-2015-135314,['Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System'],1
CA-2015-135391,"['Round Specialty Laser Printer Labels', 'Dana Fluorescent Magnifying Lamp, White, 36""']",2
CA-2015-135510,['Tensor Brushed Steel Torchiere Floor Lamp'],1
CA-2015-135622,"['Xerox 1945', 'Wilson Electronics DB Pro Signal Booster']",2
CA-2015-135727,['Global Chrome Stack Chair'],1
CA-2015-135853,"['Maxell 4.7GB DVD+RW 3/Pack', 'BlackBerry Q10', 'Ibico Covers for Plastic or Wire Binding Elements']",3
CA-2015-136105,['Recycled Eldon Regeneration Jumbo File'],1
CA-2015-136378,['Aluminum Screw Posts'],1
CA-2015-136469,"['Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table', 'Wilson Electronics DB Pro Signal Booster', 'Tuf-Vin Binders']",3
CA-2015-136658,['Manco Dry-Lighter Erasable Highlighter'],1
CA-2015-136700,['Spiral Phone Message Books with Labels by Adams'],1
CA-2015-136798,"['Wilson Jones Legal Size Ring Binders', 'VTech DS6151', 'Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting']",3
CA-2015-137064,"['UniKeep View Case Binders', 'Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive', 'Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units']",3
CA-2015-137113,"['Global Troy Executive Leather Low-Back Tilter', 'Xerox 219', 'Bush Advantage Collection Round Conference Table', 'Tennsco Industrial Shelving', 'Xerox Color Copier Paper, 11"" x 17"", Ream']",5
CA-2015-137512,"['Chromcraft Round Conference Tables', 'Xerox 198']",2
CA-2015-137946,"['Storex Dura Pro Binders', 'Hewlett Packard LaserJet 3310 Copier', 'Avery Non-Stick Binders']",3
CA-2015-138002,"['Acco Hanging Data Binders', 'Howard Miller 16"" Diameter Gallery Wall Clock']",2
CA-2015-138331,['Stanley Contemporary Battery Pencil Sharpeners'],1
CA-2015-138625,"['Eureka Hand Vacuum, Bagless']",1
CA-2015-139374,['Global Commerce Series Low-Back Swivel/Tilt Chairs'],1
CA-2015-139850,"['Xerox 1997', 'DataProducts Ampli Magnifier Task Lamp, Black,']",2
CA-2015-140025,"['Hoover Upright Vacuum With Dirt Cup', 'Razer Kraken PRO Over Ear PC and Music Headset']",2
CA-2015-140221,"['Performers Binder/Pad Holder, Black', 'Eldon Wave Desk Accessories', 'Avanti 4.4 Cu. Ft. Refrigerator', 'Companion Letter/Legal File, Black']",4
CA-2015-140375,"['Xerox 202', 'GBC Plastic Binding Combs']",2
CA-2015-140410,"['Cisco IP Phone 7961G-GE VoIP phone', 'Logitech Trackman Marble Mouse', 'Coloredge Poster Frame']",3
CA-2015-140557,['Razer Kraken PRO Over Ear PC and Music Headset'],1
CA-2015-140718,"['Geemarc AmpliPOWER60', '24-Hour Round Wall Clock', 'Wilson Jones Turn Tabs Binder Tool for Ring Binders', 'Things To Do Today Pad']",4
CA-2015-140921,"['Coloredge Poster Frame', 'Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver']",2
CA-2015-141012,"['Luxo Adjustable Task Clamp Lamp', 'Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black']",2
CA-2015-141040,"['Jawbone JAMBOX Wireless Bluetooth Speaker', 'Xerox 1895']",2
CA-2015-141243,"['Enermax Acrylux Wireless Keyboard', 'Newell 317', ""O'Sullivan Living Dimensions 5-Shelf Bookcases""]",3
CA-2015-141740,['Hon Comfortask Task/Swivel Chairs'],1
CA-2015-141810,"['GBC Premium Transparent Covers with Diagonal Lined Pattern', 'Samsung Galaxy Note 2']",2
CA-2015-141936,['Cardinal Hold-It CD Pocket'],1
CA-2015-142027,['Laminate Occasional Tables'],1
CA-2015-142041,['3-ring staple pack'],1
CA-2015-142055,['Xerox 1912'],1
CA-2015-142237,"['Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock', 'Acco Suede Grain Vinyl Round Ring Binder', '3M Organizer Strips', 'Novimex Fabric Task Chair', 'Newell 333', 'Master Big Foot Doorstop, Beige']",6
CA-2015-142377,['Xerox 1881'],1
CA-2015-142419,"['Xerox 1896', 'Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue']",2
CA-2015-142475,['GBC Therma-A-Bind 250T Electric Binding System'],1
CA-2015-142755,"['Xerox 1881', 'Logitech G19 Programmable Gaming Keyboard', 'Ampad Evidence Wirebond Steno Books, 6"" x 9""', 'Security-Tint Envelopes']",4
CA-2015-142937,"['Boston Electric Pencil Sharpener, Model 1818, Charcoal Black']",1
CA-2015-142944,"['Deflect-o Glass Clear Studded Chair Mats', 'Canon PC1060 Personal Laser Copier']",2
CA-2015-142993,"['Kingston Digital DataTraveler 16GB USB 2.0', 'Contico 72""H Heavy-Duty Storage System']",2
CA-2015-143105,"['Avery 486', 'Hewlett Packard 610 Color Digital Copier / Printer', 'Adams Phone Message Book, 200 Message Capacity, 8 1/16\x94 x 11\x94', 'Xerox 1883']",4
CA-2015-143238,['Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive'],1
CA-2015-143490,"['Stanley Contemporary Battery Pencil Sharpeners', 'AT&T 1080 Corded phone']",2
CA-2015-144043,['Belkin Standard 104 key USB Keyboard'],1
CA-2015-144190,['Xerox 1995'],1
CA-2015-144253,['Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp'],1
CA-2015-144386,"['Wilson Jones 1"" Hanging DublLock Ring Binders']",1
CA-2015-144806,"['Howard Miller 13"" Diameter Pewter Finish Round Wall Clock', 'Xerox 1970', 'Xerox 1960', 'Belkin 19"" Vented Equipment Shelf, Black', 'BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain']",5
CA-2015-145065,"['Staples', 'Recycled Premium Regency Composition Covers']",2
CA-2015-145415,"['Rogers Jumbo File, Granite']",1
CA-2015-145485,['Hanging Personal Folder File'],1
CA-2015-145821,['OtterBox Defender Series Case - iPhone 5c'],1
CA-2015-145828,['SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card'],1
CA-2015-146038,"['Global Deluxe Stacking Chair, Gray']",1
CA-2015-146087,['Bush Mission Pointe Library'],1
CA-2015-146255,"['Microsoft Sculpt Comfort Mouse', 'GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black', 'Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges', 'LG G3']",4
CA-2015-146262,"['Avery 505', ""O'Sullivan 2-Door Barrister Bookcase in Odessa Pine"", 'Speck Products Candyshell Flip Case', 'Cisco 9971 IP Video Phone Charcoal', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive']",5
CA-2015-146290,['Model L Table or Wall-Mount Pencil Sharpener'],1
CA-2015-146486,"['Tennsco Industrial Shelving', 'Poly String Tie Envelopes', 'AmazonBasics 3-Button USB Wired Mouse', 'Logitech\xa0VX Revolution Cordless Laser Mouse for Notebooks (Black)']",4
CA-2015-146829,['Acco Suede Grain Vinyl Round Ring Binder'],1
CA-2015-147501,"['Ibico Presentation Index for Binding Systems', 'Okidata C331dn Printer']",2
CA-2015-147529,"['Cameo Buff Policy Envelopes', 'Xerox 1957']",2
CA-2015-147690,['Iceberg Mobile Mega Data/Printer Cart'],1
CA-2015-147851,['Cardinal Poly Pocket Divider Pockets for Ring Binders'],1
CA-2015-147879,['Xerox 1902'],1
CA-2015-148432,"['Rubber Band Ball', 'Loose Memo Sheets']",2
CA-2015-148628,"['Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""']",1
CA-2015-148705,['Avery 518'],1
CA-2015-148873,"['Accohide Poly Flexible Ring Binders', 'Lenovo 17-Key USB Numeric Keypad']",2
CA-2015-149384,['Accohide Poly Flexible Ring Binders'],1
CA-2015-149566,"['Memorex Micro Travel Drive 8 GB', 'Avery 488']",2
CA-2015-149636,"['It\'s Hot Message Books with Stickers, 2 3/4"" x 5""', 'Recycled Pressboard Report Cover with Reinforced Top Hinge']",2
CA-2015-149734,"[""Jet-Pak Recycled Peel 'N' Seal Padded Mailers""]",1
CA-2015-149811,"['GBC Standard Recycled Report Covers, Clear Plastic Sheets', 'Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book']",2
CA-2015-150196,['Xerox 209'],1
CA-2015-150560,"['Dot Matrix Printer Tape Reel Labels, White, 5000/Box']",1
CA-2015-150770,"['Newell 317', 'Avery Arch Ring Binders', 'Logitech\xa0Gaming G510s - Keyboard', 'GBC Linen Binding Covers']",4
CA-2015-150791,"['Global Airflow Leather Mesh Back Chair, Black']",1
CA-2015-151624,['Acrylic Self-Standing Desk Frames'],1
CA-2015-151722,['NETGEAR N750 Dual Band Wi-Fi Gigabit Router'],1
CA-2015-151785,['Binder Clips by OIC'],1
CA-2015-152513,['Avery Premier Heavy-Duty Binder with Round Locking Rings'],1
CA-2015-153108,"[""I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink"", 'Staple holder']",2
CA-2015-153220,"['Adams ""While You Were Out"" Message Pads']",1
CA-2015-153325,"['XtraLife ClearVue Slant-D Ring Binder, White, 3""']",1
CA-2015-153388,"['Prang Dustless Chalk Sticks', 'Hon 2111 Invitation Series Corner Table']",2
CA-2015-153626,"['Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box']",1
CA-2015-153752,['AT&T CL82213'],1
CA-2015-153794,"['Hunt PowerHouse Electric Pencil Sharpener, Blue']",1
CA-2015-154620,"['Lifetime Advantage Folding Chairs, 4/Carton']",1
CA-2015-154886,['Microsoft Arc Touch Mouse'],1
CA-2015-154956,['Mitel MiVoice 5330e IP Phone'],1
CA-2015-154970,['Global Deluxe Steno Chair'],1
CA-2015-155040,['Microsoft Sculpt Comfort Mouse'],1
CA-2015-155453,['Avery File Folder Labels'],1
CA-2015-155586,"['Newell 311', 'Peel & Seel Envelopes', 'Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""']",3
CA-2015-155600,"['GBC Ibimaster 500 Manual ProClick Binding System', 'Deluxe Chalkboard Eraser Cleaner']",2
CA-2015-155635,"['Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""']",1
CA-2015-155761,"['Logitech Wireless Performance Mouse MX for PC and Mac', ""Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black""]",2
CA-2015-156104,['Hewlett Packard 610 Color Digital Copier / Printer'],1
CA-2015-156118,['Southworth Parchment Paper & Envelopes'],1
CA-2015-156440,"['Executive Impressions 14"" Contract Wall Clock']",1
CA-2015-156482,"['Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back', 'Hon Metal Bookcases, Putty', 'SANFORD Liquid Accent Tank-Style Highlighters']",3
CA-2015-156566,['Wilson Electronics DB Pro Signal Booster'],1
CA-2015-156755,"['Dual Level, Single-Width Filing Carts']",1
CA-2015-156853,['Xerox 1935'],1
CA-2015-157035,['Xerox 188'],1
CA-2015-157322,"['Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs', ""Global Wood Trimmed Manager's Task Chair, Khaki"", 'Advantus Rolling Storage Box', 'Adjustable Depth Letter/Legal Cart', 'Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6\x94 x 11\x94']",5
CA-2015-157343,"['Aluminum Screw Posts', 'Xerox 200', 'Avery Fluorescent Highlighter Four-Color Set']",3
CA-2015-157959,['Hand-Finished Solid Wood Document Frame'],1
CA-2015-158491,"['Logitech Wireless Anywhere Mouse MX for PC and Mac', 'Logitech\xa0Z-906 Speaker sys - home theater - 5.1-CH']",2
CA-2015-158554,"['While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle']",1
CA-2015-158659,['Letter Size Cart'],1
CA-2015-158701,"['Acco 6 Outlet Guardian Premium Surge Suppressor', 'Fellowes Binding Cases']",2
CA-2015-159380,"['Xerox 1962', 'Xerox 1953']",2
CA-2015-159786,"['SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black']",1
CA-2015-159863,['Sony Micro Vault Click 16 GB USB 2.0 Flash Drive'],1
CA-2015-160213,['Xerox 1997'],1
CA-2015-160227,['Hon Olson Stacker Chairs'],1
CA-2015-160696,['Assorted Color Push Pins'],1
CA-2015-160794,['Xerox 188'],1
CA-2015-160864,['VariCap6 Expandable Binder'],1
CA-2015-161214,"['Personal Filing Tote with Lid, Black/Gray']",1
CA-2015-161242,"['Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages']",1
CA-2015-161445,['Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener'],1
CA-2015-161452,['GuestStacker Chair with Chrome Finish Legs'],1
CA-2015-161627,['Novimex Turbo Task Chair'],1
CA-2015-161718,"['DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7', 'Office Star - Ergonomically Designed Knee Chair', 'Square Credit Card Reader', 'Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black']",4
CA-2015-161998,"['DAX Black Cherry Wood-Tone Poster Frame', 'Fiskars 8"" Scissors, 2/Pack', 'Panasonic KP-380BK Classic Electric Pencil Sharpener']",3
CA-2015-162047,['Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms'],1
CA-2015-162166,"['Xerox 1928', 'Eldon Shelf Savers Cubes and Bins']",2
CA-2015-162201,"['Xerox 1951', 'Fellowes Super Stor/Drawer Files', 'Advantus Employee of the Month Certificate Frame, 11 x 13-1/2', 'Newell 344', 'Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set', 'Xerox 1963', 'Premier Elliptical Ring Binder, Black']",7
CA-2015-162607,['Prestige Round Ring Binders'],1
CA-2015-162621,"['Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""', 'Stiletto Hand Letter Openers', 'Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""']",3
CA-2015-162761,"['Zipper Ring Binder Pockets', 'Clear Mylar Reinforcing Strips', 'Avery Hi-Liter Smear-Safe Highlighters']",3
CA-2015-162887,['Safco Contoured Stacking Chairs'],1
CA-2015-162964,"['Carina 42""Hx23 3/4""W Media Storage Unit', 'Xerox 1957', 'Blue String-Tie & Button Interoffice Envelopes, 10 x 13']",3
CA-2015-163055,"['Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow', 'Bevis 36 x 72 Conference Tables', 'Rogers Deluxe File Chest']",3
CA-2015-163181,"['Lumber Crayons', 'Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black', 'Tenex Chairmats For Use with Hard Floors', 'Avery Recycled Flexi-View Covers for Binding Systems', 'Fellowes Recycled Storage Drawers', 'Canon PC170 Desktop Personal Copier']",6
CA-2015-163237,"['Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver', 'Avery 50']",2
CA-2015-163895,"['ACCOHIDE 3-Ring Binder, Blue, 1""']",1
CA-2015-164007,"['Maxell 4.7GB DVD+R 5/Pack', 'Hoover Shoulder Vac Commercial Portable Vacuum']",2
CA-2015-164084,"['Mobile Personal File Cube', 'KeyTronic\xa0E03601U1 -\xa0Keyboard\xa0- Beige', 'Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red', 'Bretford CR8500 Series Meeting Room Furniture', 'Assorted Color Push Pins']",5
CA-2015-164336,"['HP Standard 104 key PS/2 Keyboard', 'Acco Perma 4000 Stacking Storage Drawers']",2
CA-2015-164441,"['Storex Dura Pro Binders', 'Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)']",2
CA-2015-164833,"['Avery 501', 'Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set']",2
CA-2015-165050,"['Pressboard Data Binders by Wilson Jones', 'Avery Durable Slant Ring Binders With Label Holder', 'Digium D40 VoIP phone']",3
CA-2015-165057,"['Boston 19500 Mighty Mite Electric Pencil Sharpener', 'Avery 474']",2
CA-2015-166135,"['Trav-L-File Heavy-Duty Shuttle II, Black']",1
CA-2015-166338,['Ibico Standard Transparent Covers'],1
CA-2015-166464,"['Hewlett Packard 310 Color Digital Copier', 'Avery 520']",2
CA-2015-166492,"['Xerox 192', 'X-Rack File for Hanging Folders']",2
